,시즌,복종,소품종,라인,시즌이월,카테고리,기획년도,주차,총입고수량,총입고원가,총입고택가,판매수량,판매액,매출원가,판매택가,제품원가,제품택가,평균판매수량,평균실판가,제품실판가,할인율(%),누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율(%),ROI
0,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-07-11,10931,90858472,764076900,0,0.0,0,0,8312.0,69900.0,869.0,35654.0,,,0,0.0,0,0,0.0,0.0
1,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-07-18,10931,90858472,764076900,56,3131520.0,466312,3914400,8312.0,69900.0,869.0,35654.0,55920.0,20.0,56,3131520.0,466312,3914400,1.0,0.03
2,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-07-25,10931,90858472,764076900,-7,-506220.0,-59024,-489300,8312.0,69900.0,869.0,35654.0,72317.0,-3.0,49,2625300.0,407288,3425100,0.0,0.02
3,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-08-01,35541,251528579,2484315900,-26,-1530810.0,-216112,-1817400,7077.0,69900.0,869.0,35654.0,58877.0,16.0,23,1094490.0,191176,1607700,0.0,0.0
4,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-08-08,42541,311300869,2973615900,425,23612190.0,3095254,29707500,7318.0,69900.0,869.0,35654.0,55558.0,21.0,448,24706680.0,3286430,31315200,1.0,0.06
5,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-08-15,42541,311300869,2973615900,-45,-2965012.0,-405165,-3145500,7318.0,69900.0,869.0,35654.0,65889.0,6.0,403,21741668.0,2881265,28169700,1.0,0.05
6,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-08-22,42541,311300869,2973615900,281,8877034.0,2150295,19641900,7318.0,69900.0,869.0,35654.0,31591.0,55.0,684,30618702.0,5031560,47811600,2.0,0.07
7,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-08-29,42541,311300869,2973615900,499,13556520.0,3952941,34880100,7318.0,69900.0,869.0,35654.0,27167.0,61.0,1183,44175222.0,8984501,82691700,3.0,0.1
8,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-09-05,42541,311362627,2973615900,879,30539711.0,6754699,61442100,7319.0,69900.0,869.0,35654.0,34744.0,50.0,2062,74714933.0,15739200,144133800,5.0,0.17
9,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-09-12,42541,311362627,2973615900,1450,43399671.0,11023198,101355000,7319.0,69900.0,869.0,35654.0,29931.0,57.0,3512,118114604.0,26762398,245488800,8.0,0.26
10,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-09-19,42541,311362627,2973615900,1694,52956812.0,12836811,118410600,7319.0,69900.0,869.0,35654.0,31261.0,55.0,5206,171071416.0,39599209,363899400,12.0,0.37
11,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-09-26,42541,311362627,2973615900,1955,58905389.0,14734138,136654500,7319.0,69900.0,869.0,35654.0,30131.0,57.0,7161,229976805.0,54333347,500553900,17.0,0.5
12,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-10-03,42541,311362627,2973615900,1743,49164964.0,12823233,121835700,7319.0,69900.0,869.0,35654.0,28207.0,60.0,8904,279141769.0,67156580,622389600,21.0,0.6
13,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-10-10,42541,311362627,2973615900,1641,47325046.0,12174383,114705900,7319.0,69900.0,869.0,35654.0,28839.0,59.0,10545,326466815.0,79330963,737095500,25.0,0.7
14,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-10-17,42541,311362627,2973615900,1663,48427239.0,12353523,116243700,7319.0,69900.0,869.0,35654.0,29120.0,58.0,12208,374894054.0,91684486,853339200,29.0,0.8
15,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-10-24,42541,311362627,2973615900,1122,29344181.0,8088848,78427800,7319.0,69900.0,869.0,35654.0,26153.0,63.0,13330,404238235.0,99773334,931767000,31.0,0.86
16,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-10-31,42541,311362627,2973615900,1558,40159798.0,11142182,108904200,7319.0,69900.0,869.0,35654.0,25777.0,63.0,14888,444398033.0,110915516,1040671200,35.0,0.94
17,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-11-07,42541,311362627,2973615900,1156,27711717.0,8366864,80804400,7319.0,69900.0,869.0,35654.0,23972.0,66.0,16044,472109750.0,119282380,1121475600,38.0,1.0
18,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-11-14,42541,311362627,2973615900,730,15449787.0,5268426,51027000,7319.0,69900.0,869.0,35654.0,21164.0,70.0,16774,487559537.0,124550806,1172502600,39.0,1.02
19,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-11-21,42541,311362627,2973615900,893,16672926.0,6279365,62420700,7319.0,69900.0,869.0,35654.0,18671.0,73.0,17667,504232463.0,130830171,1234923300,42.0,1.05
20,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2021,2021-11-28,42541,311362627,2973615900,573,10199394.0,4038206,40052700,7319.0,69900.0,869.0,35654.0,17800.0,75.0,18240,514431857.0,134868377,1274976000,43.0,1.07
21,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-07-31,9811,126379962,882008900,0,0.0,0,0,12881.0,89900.0,202.0,40876.0,,,0,0.0,0,0,0.0,0.0
22,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-08-07,9811,126540662,882008900,0,0.0,0,0,12898.0,89900.0,202.0,40876.0,,,0,0.0,0,0,0.0,0.0
23,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-08-14,9811,126540662,882008900,57,2793000.0,735177,5124300,12898.0,89900.0,202.0,40876.0,49000.0,45.0,57,2793000.0,735177,5124300,1.0,0.01
24,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-08-21,9811,126540662,882008900,98,4677794.0,1263988,8810200,12898.0,89900.0,202.0,40876.0,47733.0,47.0,155,7470794.0,1999165,13934500,2.0,0.04
25,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-08-28,9811,126540662,882008900,-5,-384308.0,-64489,-449500,12898.0,89900.0,202.0,40876.0,76862.0,15.0,150,7086486.0,1934676,13485000,2.0,0.04
26,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-09-04,9811,126540662,882008900,201,9124059.0,2592465,18069900,12898.0,89900.0,202.0,40876.0,45393.0,50.0,351,16210545.0,4527141,31554900,4.0,0.08
27,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-09-11,9811,126540662,882008900,199,8263185.0,2566669,17890100,12898.0,89900.0,202.0,40876.0,41524.0,54.0,550,24473730.0,7093810,49445000,6.0,0.12
28,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-09-18,9811,126540662,882008900,348,15709000.0,4488447,31285200,12898.0,89900.0,202.0,40876.0,45141.0,50.0,898,40182730.0,11582257,80730200,9.0,0.2
29,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-09-25,9811,126540662,882008900,203,6149400.0,2618261,18249700,12898.0,89900.0,202.0,40876.0,30293.0,66.0,1101,46332130.0,14200518,98979900,11.0,0.22
30,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-10-02,9811,126540662,882008900,395,14189300.0,5094645,35510500,12898.0,89900.0,202.0,40876.0,35922.0,60.0,1496,60521430.0,19295163,134490400,15.0,0.28
31,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-10-09,9811,126540662,882008900,293,11806229.0,3779066,26340700,12898.0,89900.0,202.0,40876.0,40294.0,55.0,1789,72327659.0,23074229,160831100,18.0,0.34
32,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-10-16,9811,126540662,882008900,454,16380150.0,5855617,40814600,12898.0,89900.0,202.0,40876.0,36080.0,60.0,2243,88707809.0,28929846,201645700,23.0,0.41
33,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-10-23,9811,126540662,882008900,448,15559750.0,5778230,40275200,12898.0,89900.0,202.0,40876.0,34732.0,61.0,2691,104267559.0,34708076,241920900,27.0,0.47
34,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-10-30,9811,126540662,882008900,173,6940902.0,2231326,15552700,12898.0,89900.0,202.0,40876.0,40121.0,55.0,2864,111208461.0,36939402,257473600,29.0,0.51
35,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-11-06,9811,126540662,882008900,126,5166986.0,1625127,11327400,12898.0,89900.0,202.0,40876.0,41008.0,54.0,2990,116375447.0,38564529,268801000,30.0,0.53
36,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-11-13,9811,126540662,882008900,204,7752800.0,2631158,18339600,12898.0,89900.0,202.0,40876.0,38004.0,58.0,3194,124128247.0,41195687,287140600,33.0,0.57
37,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-11-20,9811,126540662,882008900,270,7595500.0,3482416,24273000,12898.0,89900.0,202.0,40876.0,28131.0,69.0,3464,131723747.0,44678103,311413600,35.0,0.59
38,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2022,2022-11-27,9811,126540662,882008900,164,3900700.0,2115245,14743600,12898.0,89900.0,202.0,40876.0,23785.0,74.0,3628,135624447.0,46793348,326157200,37.0,0.6
39,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-08-13,6310,34301055,441069000,22,1068000.0,119592,1537800,5436.0,69900.0,227.0,34667.0,48545.0,31.0,22,1068000.0,119592,1537800,0.0,0.02
40,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-08-20,6310,34301055,441069000,125,6115000.0,679498,8737500,5436.0,69900.0,227.0,34667.0,48920.0,30.0,147,7183000.0,799090,10275300,2.0,0.17
41,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-08-27,6310,34301055,441069000,55,2695000.0,298979,3844500,5436.0,69900.0,227.0,34667.0,49000.0,30.0,202,9878000.0,1098069,14119800,3.0,0.23
42,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-09-03,6310,34301055,441069000,134,6556000.0,728422,9366600,5436.0,69900.0,227.0,34667.0,48925.0,30.0,336,16434000.0,1826491,23486400,5.0,0.38
43,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-09-10,6310,34301055,441069000,104,5086000.0,565342,7269600,5436.0,69900.0,227.0,34667.0,48904.0,30.0,440,21520000.0,2391833,30756000,7.0,0.5
44,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-09-17,6310,34301055,441069000,175,6821100.0,951297,12232500,5436.0,69900.0,227.0,34667.0,38978.0,44.0,615,28341100.0,3343130,42988500,10.0,0.65
45,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-09-24,6310,34301055,441069000,230,8270000.0,1250276,16077000,5436.0,69900.0,227.0,34667.0,35957.0,49.0,845,36611100.0,4593406,59065500,13.0,0.84
46,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-10-01,6310,34301055,441069000,328,11900966.0,1783003,22927200,5436.0,69900.0,227.0,34667.0,36283.0,48.0,1173,48512066.0,6376409,81992700,19.0,1.1
47,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-10-08,6310,34301055,441069000,434,15426372.0,2359217,30336600,5436.0,69900.0,227.0,34667.0,35545.0,49.0,1607,63938438.0,8735626,112329300,25.0,1.44
48,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-10-15,6310,34301055,441069000,406,12554590.0,2207009,28379400,5436.0,69900.0,227.0,34667.0,30923.0,56.0,2013,76493028.0,10942635,140708700,32.0,1.71
49,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-10-22,6310,34301055,441069000,354,9391081.0,1924338,24744600,5436.0,69900.0,227.0,34667.0,26528.0,62.0,2367,85884109.0,12866973,165453300,38.0,1.9
50,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-10-29,6310,34301055,441069000,404,9007134.0,2196137,28239600,5436.0,69900.0,227.0,34667.0,22295.0,68.0,2771,94891243.0,15063110,193692900,44.0,2.08
51,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-11-05,6310,34301055,441069000,368,9036790.0,2000442,25723200,5436.0,69900.0,227.0,34667.0,24556.0,65.0,3139,103928033.0,17063552,219416100,50.0,2.26
52,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-11-12,6310,34301055,441069000,321,5287445.0,1744951,22437900,5436.0,69900.0,227.0,34667.0,16472.0,76.0,3460,109215478.0,18808503,241854000,55.0,2.35
53,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-11-19,6310,34301055,441069000,118,2189300.0,641446,8248200,5436.0,69900.0,227.0,34667.0,18553.0,73.0,3578,111404778.0,19449949,250102200,57.0,2.39
54,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2023,2023-11-26,6310,34301055,441069000,51,1239000.0,277235,3564900,5436.0,69900.0,227.0,34667.0,24294.0,65.0,3629,112643778.0,19727184,253667100,58.0,2.41
55,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-06-09,10399,53224491,821521000,0,0.0,0,0,5118.0,79000.0,197.0,19876.0,,,0,0.0,0,0,0.0,0.0
56,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-06-16,10399,53224491,821521000,61,1739000.0,312212,4819000,5118.0,79000.0,197.0,19876.0,28508.0,64.0,61,1739000.0,312212,4819000,1.0,0.02
57,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-06-23,10399,53224491,821521000,464,9686000.0,2374859,36656000,5118.0,79000.0,197.0,19876.0,20875.0,74.0,525,11425000.0,2687071,41475000,5.0,0.14
58,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-06-30,10399,53224491,821521000,805,14985000.0,4120176,63595000,5118.0,79000.0,197.0,19876.0,18615.0,76.0,1330,26410000.0,6807247,105070000,13.0,0.32
59,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-07-07,10399,53224491,821521000,76,1704000.0,388986,6004000,5118.0,79000.0,197.0,19876.0,22421.0,72.0,1406,28114000.0,7196233,111074000,14.0,0.34
60,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-07-14,10399,53224491,821521000,55,1427000.0,281503,4345000,5118.0,79000.0,197.0,19876.0,25945.0,67.0,1461,29541000.0,7477736,115419000,14.0,0.36
61,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-07-21,10399,53224491,821521000,80,2093000.0,409459,6320000,5118.0,79000.0,197.0,19876.0,26162.0,67.0,1541,31634000.0,7887195,121739000,15.0,0.39
62,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-07-28,10399,53224491,821521000,37,663900.0,189375,2923000,5118.0,79000.0,197.0,19876.0,17943.0,77.0,1578,32297900.0,8076570,124662000,15.0,0.4
63,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-08-04,10399,53224491,821521000,639,14230900.0,3270550,50481000,5118.0,79000.0,197.0,19876.0,22271.0,72.0,2217,46528800.0,11347120,175143000,21.0,0.58
64,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-08-11,10399,53224491,821521000,164,3402000.0,839390,12956000,5118.0,79000.0,197.0,19876.0,20744.0,74.0,2381,49930800.0,12186510,188099000,23.0,0.62
65,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-08-18,10399,53224491,821521000,86,1886000.0,440168,6794000,5118.0,79000.0,197.0,19876.0,21930.0,72.0,2467,51816800.0,12626678,194893000,24.0,0.65
66,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-08-25,15436,82885468,1219444000,366,7434000.0,1936445,28914000,5370.0,79000.0,197.0,19876.0,20311.0,74.0,2833,59250800.0,14563123,223807000,18.0,0.47
67,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-09-01,15436,88306282,1219444000,277,5920800.0,1463509,21883000,5721.0,79000.0,197.0,19876.0,21375.0,73.0,3110,65171600.0,16026632,245690000,20.0,0.49
68,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-09-08,15436,88306282,1219444000,93,1767000.0,581251,7347000,5721.0,79000.0,197.0,19876.0,19000.0,76.0,3203,66938600.0,16607883,253037000,21.0,0.5
69,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-09-15,15436,88306282,1219444000,185,3515000.0,1096446,14615000,5721.0,79000.0,197.0,19876.0,19000.0,76.0,3388,70453600.0,17704329,267652000,22.0,0.52
70,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-09-22,15436,88306282,1219444000,251,4769000.0,1650300,19829000,5721.0,79000.0,197.0,19876.0,19000.0,76.0,3639,75222600.0,19354629,287481000,24.0,0.56
71,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-09-29,15436,88306282,1219444000,126,2394000.0,803703,9954000,5721.0,79000.0,197.0,19876.0,19000.0,76.0,3765,77616600.0,20158332,297435000,24.0,0.57
72,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-10-06,15436,88306282,1219444000,596,11718400.0,3220352,47084000,5721.0,79000.0,197.0,19876.0,19662.0,75.0,4361,89335000.0,23378684,344519000,28.0,0.65
73,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-10-13,15436,88306282,1219444000,71,1349000.0,402173,5609000,5721.0,79000.0,197.0,19876.0,19000.0,76.0,4432,90684000.0,23780857,350128000,29.0,0.66
74,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-10-20,15436,88306282,1219444000,29,551000.0,179821,2291000,5721.0,79000.0,197.0,19876.0,19000.0,76.0,4461,91235000.0,23960678,352419000,29.0,0.67
75,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-10-27,15436,88306282,1219444000,37,703000.0,226306,2923000,5721.0,79000.0,197.0,19876.0,19000.0,76.0,4498,91938000.0,24186984,355342000,29.0,0.67
76,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-11-03,15436,88306282,1219444000,80,1235350.0,547952,6320000,5721.0,79000.0,197.0,19876.0,15442.0,80.0,4578,93173350.0,24734936,361662000,30.0,0.68
77,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-11-10,15436,88306282,1219444000,45,656142.0,237706,3555000,5721.0,79000.0,197.0,19876.0,14581.0,82.0,4623,93829492.0,24972642,365217000,30.0,0.68
78,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-11-17,15436,88306282,1219444000,131,1821165.0,670488,10349000,5721.0,79000.0,197.0,19876.0,13902.0,82.0,4754,95650657.0,25643130,375566000,31.0,0.69
79,가을,니트 셔츠,라운드,ZB,01_시즌,가을_니트 셔츠_라운드_ZB,2024,2024-11-24,15436,88306282,1219444000,183,2439004.0,940330,14457000,5721.0,79000.0,197.0,19876.0,13328.0,83.0,4937,98089661.0,26583460,390023000,32.0,0.71
80,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-06-09,8767,76551883,692593000,23,1682700.0,200832,1817000,8732.0,79000.0,148.0,28098.0,73161.0,7.0,23,1682700.0,200832,1817000,0.0,0.02
81,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-06-16,8767,76551883,692593000,143,6578600.0,1248651,11297000,8732.0,79000.0,148.0,28098.0,46004.0,42.0,166,8261300.0,1449483,13114000,2.0,0.08
82,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-06-23,8767,76551883,692593000,269,11162500.0,2348860,21251000,8732.0,79000.0,148.0,28098.0,41496.0,47.0,435,19423800.0,3798343,34365000,5.0,0.18
83,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-06-30,8767,76551883,692593000,449,17289500.0,3920588,35471000,8732.0,79000.0,148.0,28098.0,38507.0,51.0,884,36713300.0,7718931,69836000,10.0,0.34
84,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-07-07,8767,76551883,692593000,168,6562600.0,1466946,13272000,8732.0,79000.0,148.0,28098.0,39063.0,51.0,1052,43275900.0,9185877,83108000,12.0,0.39
85,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-07-14,8767,76551883,692593000,191,7449000.0,1667778,15089000,8732.0,79000.0,148.0,28098.0,39000.0,51.0,1243,50724900.0,10853655,98197000,14.0,0.46
86,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-07-21,8767,76551883,692593000,228,8812000.0,1990855,18012000,8732.0,79000.0,148.0,28098.0,38649.0,51.0,1471,59536900.0,12844510,116209000,17.0,0.54
87,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-07-28,8767,76551883,692593000,455,16798200.0,3972979,35945000,8732.0,79000.0,148.0,28098.0,36919.0,53.0,1926,76335100.0,16817489,152154000,22.0,0.69
88,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-08-04,8767,76551883,692593000,198,6322000.0,1728901,15642000,8732.0,79000.0,148.0,28098.0,31929.0,60.0,2124,82657100.0,18546390,167796000,24.0,0.74
89,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-08-11,8767,76551883,692593000,341,8580590.0,2977551,26939000,8732.0,79000.0,148.0,28098.0,25163.0,68.0,2465,91237690.0,21523941,194735000,28.0,0.8
90,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-08-18,8767,76551883,692593000,166,4800136.0,1449482,13114000,8732.0,79000.0,148.0,28098.0,28916.0,63.0,2631,96037826.0,22973423,207849000,30.0,0.84
91,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-08-25,8767,76551883,692593000,106,3124616.0,925573,8374000,8732.0,79000.0,148.0,28098.0,29478.0,63.0,2737,99162442.0,23898996,216223000,31.0,0.87
92,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-09-01,8767,76551883,692593000,210,4571478.0,1833683,16590000,8732.0,79000.0,148.0,28098.0,21769.0,72.0,2947,103733920.0,25732679,232813000,34.0,0.9
93,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-09-08,8767,76551883,692593000,103,2147195.0,899378,8137000,8732.0,79000.0,148.0,28098.0,20847.0,74.0,3050,105881115.0,26632057,240950000,35.0,0.91
94,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-09-15,8767,76551883,692593000,113,2207089.0,986696,8927000,8732.0,79000.0,148.0,28098.0,19532.0,75.0,3163,108088204.0,27618753,249877000,36.0,0.92
95,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-09-22,8767,76551883,692593000,143,2646635.0,1248651,11297000,8732.0,79000.0,148.0,28098.0,18508.0,77.0,3306,110734839.0,28867404,261174000,38.0,0.94
96,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-09-29,8767,76551883,692593000,57,971545.0,497714,4503000,8732.0,79000.0,148.0,28098.0,17045.0,78.0,3363,111706384.0,29365118,265677000,38.0,0.94
97,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-10-06,8767,76551883,692593000,44,883981.0,384200,3476000,8732.0,79000.0,148.0,28098.0,20090.0,75.0,3407,112590365.0,29749318,269153000,39.0,0.95
98,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-10-13,8767,76551883,692593000,31,552110.0,270686,2449000,8732.0,79000.0,148.0,28098.0,17810.0,77.0,3438,113142475.0,30020004,271602000,39.0,0.95
99,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-10-20,8767,76551883,692593000,81,1312042.0,707278,6399000,8732.0,79000.0,148.0,28098.0,16198.0,79.0,3519,114454517.0,30727282,278001000,40.0,0.96
100,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-10-27,8767,76551883,692593000,35,604150.0,305614,2765000,8732.0,79000.0,148.0,28098.0,17261.0,78.0,3554,115058667.0,31032896,280766000,41.0,0.96
101,가을,니트 셔츠,티에리,ZB,01_시즌,가을_니트 셔츠_티에리_ZB,2024,2024-11-03,8767,76551883,692593000,40,798724.0,349273,3160000,8732.0,79000.0,148.0,28098.0,19968.0,75.0,3594,115857391.0,31382169,283926000,41.0,0.97
